counter	obsInterval	tpInterval1	norm_tpInterval1	tpInterval2	norm_tpInterval2	spInterval1	norm_spInterval1	spInterval2	norm_spInterval2	norm_aveElementInterval	aveLastSlip	aveSlip	norm_lastEventSlip	norm_nextEventSlip	eventMag	eventID	firstSectionID	numSectionsInEvent	sectionsInEventString
3562	137.74154499491746	170.8765212488276	0.8060882	143.28469647034888	0.9613137	172.2327296818037	0.79974085	145.2094697773666	0.9485714	0.7719918	0.6646291	0.6735572	1.0204234	1.034131	6.60262	138449	45	2	Greenvalley + Concord + 
3563	178.13932120784872	149.19918442821842	1.1939698	140.03126256677814	1.2721397	188.7541680294755	0.9437636	172.02667082876772	1.0355332	0.82526153	0.61862385	0.75997174	0.7368313	0.90518814	6.71239	138482	26	4	Coyote_Cr + Borrego + Superstion_Mt. + Superstion_Hll + 
3564	106.30323550869086	131.53422643672144	0.80817926	85.89336542185426	1.2376187	92.09391466497443	1.1542916	82.09666547230847	1.2948545	0.8143406	2.2346957	2.1359165	1.0272539	0.9818467	7.49377	138507	112	11	Emerson-CopMt + Pinto_Mtn + Cleghorn + SAF-Coachella + Landers + SAF-Mojave + SAF-San_Bernar + N_Frontal-E + Burnt_Mtn + Eureka_Peak + San_Jose + 
3565	22.108992988013544	16.848144886281997	1.3122509	15.303264062181084	1.444724	18.53335677984074	1.1929297	17.170704643083205	1.2875997	1.1682658	0.47676542	0.5349446	0.90828407	1.0191209	6.52718	138535	13	1	SAF-Parkfield + 
3566	204.2768811631031	198.65994765985297	1.028274	186.7553588369866	1.0938207	208.81297874279593	0.9782767	195.79806405950524	1.0433038	0.9615843	1.7184482	1.8016555	0.97166795	1.0187162	7.29894	138540	40	3	S_Maacama + N_Maacama + C_Maacama + 
3567	2951.5082066578084	2769.9629655371386	1.0655407	2721.8112764150396	1.0843912	2216.65784119466	1.3315128	2205.4292047846225	1.338292	1.0590941	0.60984105	0.494142	1.2177631	0.9867291	6.23573	138563	126	1	San_Miguel + 
3568	314.47914097998165	422.0758759775186	0.74507725	389.4707646498134	0.8074525	340.9444105229061	0.9223766	333.8876740160737	0.94187105	0.76155657	1.8240557	1.5637366	1.1365284	0.9743294	7.03981	138579	130	4	Round_Valley + Death_Vlly-N + White_Mtn + Death_Vlly-NCu + 
3569	158.98773844583744	161.2066511927643	0.9862356	131.60976388098922	1.2080239	121.21168991009516	1.3116535	115.3476300113498	1.3783356	1.0556931	1.1175692	0.9794787	1.086566	0.9523063	6.80324	138665	41	2	Rodgers_Creek + Great_Val_4b + 
3570	49.027243859696064	55.63370030464393	0.8812508	53.548476192433625	0.9155675	52.69522064898765	0.9303926	50.06451066970137	0.97928137	0.84556586	1.0248464	0.9581679	1.022524	0.95599663	6.77076	138679	20	3	Imperial-N + Imperial-C + Imperial-S + 
3571	26.08564992263074	20.33149829789021	1.2830166	19.162060289184062	1.3613176	18.531598726424512	1.4076308	17.34156594059424	1.5042269	1.2699789	0.6021026	0.54489976	1.0276434	0.93001205	6.53257	138795	13	2	SAF-Parkfield + SAF-Cholame + 
3572	67.79906439643678	164.4972876117538	0.41215917	147.25150255490948	0.46043038	151.99587944867247	0.44605857	140.08401461792815	0.48398858	0.40887356	0.57056254	0.54279035	1.0123354	0.9630598	6.66825	138799	26	2	Coyote_Cr + Borrego + 
3573	115.68412458767594	134.97438700495488	0.85708207	132.20187137323134	0.8750566	121.41334057904015	0.9528123	119.08951990209164	0.97140473	0.8583434	0.71701586	0.6458992	1.046311	0.9425334	6.81131	138809	32	4	Temecula + Julian + Whittier + Glen_Ivy + 
3574	95.9703097292408	93.76861105072625	1.0234802	94.54110430358736	1.0151173	74.95867214349973	1.2803097	74.4180252706251	1.2896111	0.96856654	0.9363352	0.7370362	0.9977257	0.78535974	6.63757	138960	42	2	Hayward + Hayward + 
3575	530.9222382764385	575.8175133085672	0.9220321	553.6520574916274	0.95894563	530.694589072469	1.0004289	514.7881458839415	1.0313412	0.8751412	1.4144033	1.3151186	1.00348	0.93304014	7.0559	138967	80	2	Panamint + Garlock_E + 
3576	178.06294504344675	75.32391574239513	2.363963	72.27490960583859	2.4636896	57.33142122417123	3.1058526	55.60773828738157	3.2021253	1.1239812	1.9425755	1.494602	0.48263773	0.3713376	6.46244	139081	5	1	SAF-N_Coast_On + 
3577	753.4533847058594	1052.7751821928446	0.7156831	798.1554206576254	0.94399333	1137.3759410150258	0.6624488	842.0325711950398	0.8948031	0.7425621	0.6644084	0.70093304	1.258526	1.3277111	6.38229	139095	136	1	Quien_Sabe + 
3578	168.3759439036787	119.32999782539805	1.411011	107.41279222657623	1.5675595	63.42270506686477	2.6548212	59.90398405267855	2.8107636	0.9011422	0.43526074	0.24274439	0.7154241	0.39899117	6.04495	139108	29	1	Superstion_Hll + 
3579	43.053647935295395	30.610340707915377	1.4065067	18.808016745204707	2.2891116	16.99895077080729	2.532724	16.213923467841187	2.6553504	1.376521	0.5868643	0.5059211	0.98581713	0.84984845	6.50491	139127	48	3	Calaveras + Death_Vlly-N + SAF-Parkfield + 
3580	74.02448807927813	78.22058364504306	0.9463556	74.4432957059707	0.99437416	76.52003439871808	0.967387	74.09661232505309	0.9990266	0.90573335	2.6752844	2.6628256	0.99217254	0.987552	7.39192	139146	1	4	SAF-Mendo_Offs + SAF-N_Mendocin + SAF-N_Mendocin + SAF-N_Coast_Of + 
3581	2735.77159943835	3278.8390797774628	0.83437204	3188.914120530514	0.8579007	3018.3845362119323	0.90636945	3032.76677320258	0.90207124	0.85719013	3.8994274	3.7084892	1.0972892	1.0435597	7.33201	139168	152	2	Surprise_Valley + Likely + 
3582	96.28154262554725	75.45887015717699	1.2759473	71.92642112704054	1.3386116	80.36354541268003	1.1980748	77.77115230352082	1.238011	1.2366902	1.2357104	1.336124	0.9980563	1.0791582	7.20135	139174	8	5	SAF-S_Mid_Peni + SAF-S_Cruz_Mts + SAF-S_Cruz_Mts + SAF-N_Mid_Peni + SAF-S_Mid_Peni + 
3583	259.8603417514315	252.4945051428235	1.0291723	237.64866783986932	1.0934644	249.0254474323956	1.0435091	239.83607620922103	1.0834914	0.9744301	1.090595	1.1006333	1.005712	1.014969	6.68226	139195	125	1	Cerro_Prieto-W + 
3584	198.34067568219174	121.24941591767379	1.6358073	105.28867769066571	1.8837798	129.10805951802928	1.5362377	121.5043687779742	1.6323749	1.4964949	1.5270525	1.7622366	0.9109443	1.0512404	7.41839	139210	74	8	Cleghorn + Clamshell + Imperial-N + San_Bernardino + San_Jacinto + Anza + Coyote_Cr + Borrego + 
3585	1.0875902232610895	69.68449656676472	0.015607349	67.69217607344741	0.016066706	57.213981765925126	0.01900917	54.66618432884594	0.019895118	0.01609939	1.1868656	0.9584773	1.0677851	0.8623115	6.80559	139211	24	5	San_Jacinto + Anza + SAF-Parkfield + SAF-Mojave + San_Bernardino + 
3586	928.1613166739446	714.6756006445611	1.2987169	715.4003130091227	1.2974013	344.9099035873142	2.6910255	345.9693275430248	2.682785	0.78239983	0.5064868	0.24493822	0.7560076	0.3656071	5.95385	139234	139	1	Collayomi + 
3587	1204.7943186074174	1035.6479791475488	1.1633241	487.93166486703245	2.4691865	1115.3213005014707	1.0802218	512.0506049051207	2.3528814	1.2186571	0.93365926	0.97981095	1.1317515	1.1876951	6.87674	139236	13	2	SAF-Parkfield + San_Juan + 
3588	179.9478279632073	156.41937722870446	1.150419	147.05551198404277	1.2236727	168.81564450511806	1.0659429	160.5838048937326	1.1205852	1.0469515	3.663688	4.000727	0.9231814	1.008109	7.51609	139250	4	2	SAF-N_Coast_Of + SAF-N_Coast_On + 
3589	43.046576981438534	43.64907669073189	0.98619676	43.72963416133385	0.98438	18.972221157954586	2.2689266	18.518878403888188	2.32447	0.80197394	0.96248597	0.40759912	0.9042282	0.38292778	6.33178	139252	20	3	Imperial-N + Imperial-C + Imperial-S + 
3590	210.4275418904274	159.3095997664066	1.3208717	90.69658122871915	2.3201265	81.62448313172997	2.5779953	75.45035509713162	2.7889535	1.2900604	2.95656	2.459558	0.94314814	0.7846036	7.34014	139268	97	11	Pitas_Pt_West + Anacapa-Dume + Bigpine + Rinconada + Hosgri + SAF-Parkfield + SAF-Cholame + SAF-Carrizo + San_Gabriel + San_Juan + Snta_Ynez-W + 
3591	7.604914708033484	27.22395723249028	0.2793464	19.159059924600673	0.3969357	20.354652556525338	0.37362045	19.790738206783125	0.38426635	0.28434977	0.66027606	0.68204546	1.1130373	1.1497345	6.49769	139269	13	2	SAF-Parkfield + Bartlett_Spring + 
3592	430.49956899724424	372.7459487979682	1.154941	254.27907331869932	1.6930201	416.5640373754361	1.0334535	279.57703385076525	1.5398245	1.1029093	2.426297	2.6676867	1.0159096	1.1169813	7.38453	139281	138	7	Mt._Diablo + Great_Val_8 + Great_Val_9 + Calaveras + Calaveras + Concord + Calaveras + 
3593	355.1614813936525	212.3903065718056	1.6722114	216.15356531557828	1.643098	52.18948628948256	6.8052306	51.58019259468104	6.8856177	1.3512655	1.6542706	0.39475453	0.8988814	0.21449783	6.06106	139302	42	1	Hayward + 
3594	1912.9971202110628	1830.6102057323099	1.0450052	1603.6032797706819	1.1929367	1733.659577861993	1.1034445	1552.0453908910483	1.2325652	0.9978259	2.2107182	2.1396408	1.0446824	1.0110946	7.00867	139344	169	3	Great_Val_3 + Great_Val_4a + Berryessa + 
3595	190.2868259592661	201.7110343087524	0.9433635	131.39475002794848	1.4482073	117.84392776372358	1.614736	109.96994551666475	1.730353	1.0089917	2.3780167	1.990265	1.0645792	0.8909924	7.09279	139374	161	3	B_Lagoon-Bld_M + Cerro_Prieto-N + Cerro_Prieto-S + 
3596	685.0560187811036	574.7293851591871	1.1919627	510.77081521750335	1.34122	539.1882008129257	1.2705323	490.60121222417405	1.3963603	1.1834168	2.6295948	2.525756	1.0126683	0.97267944	7.36291	139401	72	5	Garlock_W + Santa_Susana + SAF-Carrizo + Bigpine + Garlock_E + 
3597	651.7628264490182	680.4180660556578	0.95788586	632.2896885852314	1.0307978	664.2718298880018	0.98116887	623.9912524946316	1.0445063	0.92173404	1.9063717	1.8813517	0.9834592	0.97055185	7.15002	139502	76	2	Owl_Lk + Garlock_E + 
3598	23.651985452083935	20.243927572899697	1.1683496	19.88587085799303	1.1893865	8.739824089379313	2.7062314	8.733292922359107	2.708255	1.3158741	0.66062516	0.29012725	1.2288828	0.53968936	6.28993	139515	13	1	SAF-Parkfield + 
3599	129.7651406247484	140.62660335193172	0.9227638	104.26122651175983	1.2446156	110.522729809088	1.1741036	101.16244519795605	1.2827402	0.86678445	2.4104056	2.3387654	1.024085	0.9936479	7.76868	139523	5	28	SAF-N_Coast_On + SAF-N_Mid_Peni + SAF-S_Mid_Peni + SAF-S_Mid_Peni + SAF-S_Cruz_Mts + SAF-S_Cruz_Mts + SAF-Carrizo + SAF-Mojave + SAF-San_Bernar + SAF-Coachella + Imperial-N + Imperial-S + San_Bernardino + Sierra_Mad-cn + Snta_Ynez-W + Snta_Ynez-E + Santa_Susana + White_Wolf + Pleito + Pinto_Mtn + Cleghorn + Holser + Bigpine + Landers + Emerson-CopMt + N_Frontal-W + N_Frontal-E + Eureka_Peak + 
3600	0.045363667771152166	79.41252567381063	5.7124073E-4	76.70925566292561	5.913715E-4	43.95652347952167	0.0010320122	43.79970618003894	0.0010357071	5.6828215E-4	2.4788876	1.4154035	1.0318462	0.58916694	6.49266	139524	16	5	SAF-Mojave + SAF-San_Bernar + SAF-Coachella + SAF-N_Mid_Peni + SAF-Carrizo + 
3601	590.8827144222946	481.8712699269527	1.2262253	427.24723055508224	1.3829995	543.3176531969958	1.0875456	526.0764467911725	1.1231879	1.0997986	1.6307844	2.0080113	0.9058816	1.1154267	7.24337	139545	133	4	Death_Vlly-NCu + Death_Vlly-N + Round_Valley + Hunter_Mtn + 
3602	5.769638468296742	480.7286701969203	0.012001861	422.1045961661195	0.013668741	367.22585950477713	0.015711417	316.72024340688404	0.01821683	0.01341118	2.2285426	1.6721556	1.1891955	0.89229614	7.04238	139546	82	3	Death_Vlly-N + Imperial-N + Death_Vlly-NCu + 
3603	3639.9104561078534	2970.413786449198	1.2253884	2513.1639443206673	1.4483378	3162.8570428813973	1.1508299	2719.898408554982	1.3382523	1.0458002	2.3924809	2.5892878	0.95495933	1.0335149	6.916	139568	41	2	Rodgers_Creek + Antelope_Vlly + 
3604	60.644529095832134	39.913623002933406	1.5193943	34.78481847106994	1.7434194	61.43133307234688	0.98719215	58.64127157059985	1.0341612	0.9796684	0.6320776	1.065575	0.6379259	1.0754343	6.84078	139650	20	4	Imperial-N + Imperial-C + Imperial-S + Superstion_Hll + 
3605	18.857262043148296	11.545674890883014	1.633275	10.511124111021394	1.794029	19.283520451600392	0.9778952	17.702825073936115	1.065212	0.9964405	0.32746872	0.5515225	0.62385947	1.0507035	6.536	139659	13	1	SAF-Parkfield + 
3606	500.94200869096034	459.00494436015725	1.0913652	452.1868146118272	1.1078209	466.7247646235326	1.0733136	440.1474531426337	1.1381232	1.0766964	1.6927166	1.6476485	1.0719216	1.0433819	6.9259	139700	77	1	Death_Vlly-S + 
3607	84.11423718900404	86.98675403452911	0.96697754	66.75412134067065	1.2600605	149.57046531601765	0.56237197	135.89183630020133	0.61897933	0.41027898	0.2616241	0.53259003	0.42640397	0.8680336	6.28658	139706	29	1	Superstion_Hll + 
3608	2524.056417673104	1710.4819611007752	1.4756405	1310.6712466145584	1.9257739	2772.8748683817885	0.910267	2087.838534937709	1.2089328	1.0188624	1.4508556	2.3111455	0.7297837	1.1625117	7.0601	139717	129	4	Hilton_Crk + Round_Valley + White_Mtn + Owens_Vlly + 
3609	273.3926643241987	265.80032611891437	1.0285641	247.6407417807677	1.103989	248.37267689321007	1.1007357	231.84460281844392	1.1792065	1.0304596	1.622537	1.5190411	1.0463321	0.9795902	7.17981	139753	36	2	N_San_Gregorio + S_San_Gregorio + 
3610	21.446606709778823	22.64621743629258	0.9470282	20.07901614352295	1.0681105	16.935866942078132	1.2663424	16.183847753401025	1.3251859	0.9811221	0.6441855	0.5192187	1.0771766	0.868213	6.46579	139827	13	2	SAF-Parkfield + SAF-Cholame + 
3611	238.8754136491192	197.41051828278918	1.210044	178.9447266518232	1.3349117	209.63989100706584	1.1394559	191.2162603280597	1.2492422	1.1544192	0.88097537	0.9413902	0.9549325	1.0204191	7.24119	139851	32	7	Temecula + Julian + Coyote_Mt. + Cerro_Prieto-N + Chino_Central + Whittier + Glen_Ivy + 
3612	2.3518460553080707	173.8443982577583	0.013528455	172.7054248412238	0.013617673	119.2233212925114	0.019726392	117.12143891182043	0.020080406	0.013031158	1.0045056	0.6812128	0.99542874	0.67505723	6.514	139852	33	4	Julian + Coyote_Mt. + Hayward + Glen_Ivy + 
3613	107.7270851942166	83.8773423447321	1.2843407	74.98228493352407	1.4367005	85.67465233303943	1.2573974	75.93302631351243	1.4187119	0.858969	2.610006	2.6430998	1.0222754	1.0352374	7.39733	139916	1	4	SAF-Mendo_Offs + SAF-N_Mendocin + SAF-N_Mendocin + Mad_River + 
3614	249.00348575713585	162.87295974609515	1.5288203	112.76707360684394	2.2081223	171.75370355270672	1.4497707	128.41130227605095	1.9391088	1.3296554	0.39673883	0.4517786	0.9664168	1.1004883	6.37922	139939	45	2	Greenvalley + Concord + 
3615	744.2255051060546	419.5701527437184	1.7737808	298.24330577607554	2.4953637	254.8066150269143	2.9207463	155.2939088834609	4.7923675	1.0746084	0.74616235	0.38852328	0.8004875	0.41681015	6.10677	139957	48	2	Calaveras + Great_Val_8 + 
3616	130.63769848356435	124.12862052372468	1.0524381	118.04083945537117	1.1067162	127.74605062924661	1.0226359	120.32903112087844	1.0856707	0.8977048	1.747791	1.7816715	0.8948251	0.91217107	6.99286	139980	124	2	Cerro_Prieto-S + Cerro_Prieto-W + 
3617	24.096747593268592	17.234327555346283	1.3981832	16.1817541548781	1.4891307	17.840745048743585	1.3506582	16.632586815971127	1.4487673	1.2733012	0.50413436	0.5181798	0.9604245	0.98718244	6.51796	140081	13	1	SAF-Parkfield + 
3618	160.34082549550266	111.26026346926058	1.4411329	103.12226005849323	1.5548614	178.14451595921082	0.9000604	161.75983126598572	0.9912277	1.0180068	0.873368	1.3699841	0.73679674	1.1557555	7.02044	140086	48	4	Calaveras + Rodgers_Creek + Hayward + Hayward + 
3619	2128.5142250678973	1528.0501286229367	1.392961	1417.8160828004634	1.5012625	1739.7216716483827	1.2234797	1589.2095702865506	1.339354	1.2672138	1.0947216	1.2270576	0.95912063	1.0750645	7.00871	140123	107	3	Lockhart + Hidalgo-Wc + Bullion-Mesq + 
3620	320.2111514543043	315.1955212332359	1.0159128	301.6643888756368	1.0614815	313.0951815109098	1.0227278	298.4352813549633	1.0729668	1.0137045	1.7971375	1.7779003	1.0467161	1.0355117	7.44426	140179	44	3	Berryessa + Greenvalley + Bartlett_Spring + 
3621	96.82577519564771	119.72396299403407	0.8087418	114.4262105223996	0.84618527	112.15598408601974	0.8633135	109.85856573762233	0.88136756	0.8224841	1.7242877	1.655458	1.0372667	0.99586123	7.37741	140187	24	5	San_Jacinto + Anza + Cucamonga + Borrego + San_Bernardino + 
3622	10.354450439166683	77.7244180598034	0.13322005	53.798835151028186	0.19246607	41.82929277980346	0.24754065	38.873076286108564	0.26636562	0.12537348	0.9286267	0.67099184	1.1172063	0.8072525	6.59295	140188	24	4	San_Jacinto + Sn_Joaquin_Hil + SAF-Parkfield + San_Bernardino + 
3623	241.75739210735148	215.62378691094108	1.1212	133.9811481976323	1.8044134	158.07714470494162	1.5293634	136.10396879410726	1.7762699	1.1051747	0.9900381	1.0057244	0.9947207	1.0104812	6.89149	140206	48	4	Calaveras + Rodgers_Creek + Great_Val_4b + Hayward + 
3624	664.9088253415445	575.7457166157127	1.1548654	473.5355964829503	1.4041369	515.2045841743667	1.2905724	445.10272869897244	1.4938322	0.93420774	0.6724335	0.632058	1.0173001	0.95621765	6.35207	140214	177	1	Great_Val_11 + 
3625	56.6259131931903	62.731795637145254	0.90266687	58.934470661846625	0.9608284	57.06052387116392	0.99238336	55.22899056860399	1.0252932	0.92913526	1.0693765	1.0021398	1.0862368	1.0179402	6.823	140238	27	4	Borrego + Imperial-N + Imperial-C + Imperial-S + 
3626	131.47138589722562	87.50363035485177	1.5024678	83.44651269564619	1.5755168	120.4874460001016	1.0911626	112.8038060926457	1.1654872	0.9443319	0.35688055	0.4824346	0.6615996	0.8943567	6.38044	140240	27	1	Borrego + 
3627	16.897415198590778	15.735206435344354	1.0738604	14.933207729245431	1.1315329	13.08990342386479	1.2908739	13.188409482581994	1.2812322	0.9838925	0.5035603	0.44472426	0.95495355	0.84337664	6.36525	140260	13	1	SAF-Parkfield + 
3628	163.83485334063664	137.4701972823547	1.1917845	134.31177026383642	1.2198101	142.58848843436434	1.1490048	139.07919252030487	1.1779969	1.0905215	0.67926913	0.7033799	1.0124366	1.0483732	6.5741	140397	45	2	Greenvalley + Concord + 
3629	92.25023178696306	67.8277307302474	1.3600667	62.285777470807844	1.4810802	73.03371139399792	1.2631185	67.64800296019425	1.36368	1.2153026	1.0208591	1.1087457	0.9738304	1.0576682	6.98974	140425	8	4	SAF-S_Mid_Peni + SAF-S_Cruz_Mts + SAF-S_Cruz_Mts + Great_Val_8 + 
3630	8.402878815815933	53.45354473815407	0.15719965	51.76147934476835	0.16233847	31.336794478406283	0.26814735	31.749678744596856	0.26466027	0.14632028	1.0415816	0.6388898	1.0221463	0.6269685	6.32512	140426	9	3	SAF-S_Cruz_Mts + SAF-S_Cruz_Mts + C_Maacama + 
3631	556.9023773635718	550.880287134094	1.0109317	514.1195900043188	1.0832156	532.2894189796041	1.0462399	509.97265152542155	1.092024	0.9439592	1.2104758	1.200712	0.9884517	0.98047876	6.92898	140465	122	2	Birch_Ck + Hunter_Mtn + 
3632	24.140060724321323	15.495634712257946	1.557862	14.714133125826995	1.6406037	18.485067745783557	1.3059223	16.85350265853024	1.4323468	1.27559	0.45841134	0.5250623	0.8733178	1.0002943	6.52174	140487	13	1	SAF-Parkfield + 
3633	622.3905937261828	643.5044455786694	0.96718925	611.4428073011512	1.0179049	576.0785059514967	1.080392	550.8116092201658	1.1299518	0.987134	1.4552027	1.3109035	1.0959289	0.9872556	6.81178	140498	150	1	Honey_Lake + 
3634	27.32278202123463	121.89050013308668	0.22415842	95.17343461395579	0.28708413	75.7441116295848	0.36072484	74.82713544073651	0.36514536	0.2525132	3.1800332	2.5002017	1.1850797	0.9317318	7.43141	140527	67	9	Anacapa-Dume + Bigpine + SAF-Parkfield + SAF-Carrizo + SAF-Mojave + SAF-San_Bernar + Puente_Hills + Snta_Ynez-W + Snta_Ynez-E + 
3635	1785.1579443260166	1207.4008693981625	1.478513	1071.3666284054466	1.6662438	1434.386525261084	1.2445445	1321.8246049780296	1.3505256	1.3404839	1.4481002	1.7866288	0.8925023	1.1011463	7.13853	140623	147	2	B_Chan_Isle_Th + Santa_Cruz_Isl + 
3636	205.69725043152334	192.85058572940062	1.0666146	187.25469822141397	1.0984892	206.70926041575703	0.9951042	200.58330449634104	1.0254954	1.0072314	1.7112327	1.8330365	0.99171096	1.0623	7.31499	140650	40	3	S_Maacama + N_Maacama + C_Maacama + 
3637	6.198745878342503	132.15306713311725	0.046905804	116.55303156053559	0.05318391	65.96795064329073	0.09396602	53.75107747918514	0.11532319	0.04306769	1.5962938	0.73616713	0.990946	0.45699725	6.38038	140651	40	3	S_Maacama + SAF-Mendo_Offs + C_Maacama + 
3638	72.60218039932136	73.37166800417965	0.98951244	71.21576580760535	1.0194678	65.99398763543007	1.1001333	63.391177553620466	1.1453042	0.9664376	2.668369	2.3751912	1.0190845	0.907116	7.30227	140690	1	3	SAF-Mendo_Offs + SAF-N_Mendocin + SAF-N_Mendocin + 
3639	1917.2711784536439	1811.720620685649	1.0582598	1706.721007992722	1.1233653	1588.113142488767	1.2072636	1539.2889737019293	1.2455564	0.9990752	3.1932065	2.879948	0.9980533	0.9001427	7.06923	140711	144	1	Genoa + 
3640	134.26783752752235	121.39954690310218	1.1059995	114.44024819707289	1.1732571	132.49269921801067	1.013398	126.90012583000292	1.0580591	0.952397	2.0202239	2.2401793	0.9002569	0.9982739	7.10036	140736	26	3	Coyote_Cr + Cerro_Prieto-N + Cerro_Prieto-S + 
3641	59.140450258542415	81.68230955766265	0.7240301	79.2592341093317	0.7461648	74.30501730753116	0.79591465	72.51749323314752	0.8155336	0.7284915	0.71845526	0.6573439	1.0896147	0.99693274	6.58694	140747	43	1	Hayward + 
3642	137.51861178694926	166.98332046767746	0.823547	159.97575871103885	0.8596216	148.2521532096379	0.92759943	146.35634212526736	0.939615	0.8468339	2.4072914	2.2023485	1.0863864	0.9938978	7.04684	140769	48	2	Calaveras + Calaveras + 
3643	36.08880322348074	20.224354587173657	1.784423	18.818300923000784	1.9177504	18.890709473809757	1.9103996	17.53430670492734	2.0581825	1.9069759	0.5862746	0.5462724	1.1169096	1.0407016	6.53324	140906	13	1	SAF-Parkfield + 
3644	66.7366115149	63.474569394011475	1.0513914	55.88248142973503	1.1942314	55.3931182042494	1.2047817	53.21351687028103	1.2541289	1.0287043	1.021998	0.9731871	1.0337896	0.9844156	6.80625	140922	84	4	Elmore_Ranch + Imperial-N + Imperial-C + Imperial-S + 
3645	135.0033653349119	150.1659651877695	0.8990277	129.35560446172178	1.0436608	136.66122943892495	0.9878688	113.95095363302329	1.1847497	0.71999735	0.5634428	0.49634376	0.93467236	0.82336444	6.18744	140937	29	1	Superstion_Hll + 
3646	975.2502336740208	650.1915264616395	1.499943	611.6155302935496	1.5945479	800.612063517121	1.2181308	755.8766291981817	1.2902241	1.2181052	1.5256237	1.8854709	0.83385944	1.030541	7.31764	140969	75	1	Hosgri + 
3647	124.56040773313339	120.67277089355949	1.0322163	110.07999064567404	1.1315445	119.94344740935257	1.0384928	114.72735905176182	1.085708	0.99953306	2.6944647	2.80822	0.9775399	1.0188098	7.71946	140976	129	12	Hilton_Crk + SAF-N_Mendocin + SAF-N_Mendocin + SAF-N_Coast_Of + SAF-N_Coast_On + SAF-N_Mid_Peni + SAF-S_Mid_Peni + SAF-S_Mid_Peni + SAF-S_Cruz_Mts + SAF-S_Cruz_Mts + B_Lagoon-Bld_M + N_Frontal-W + 
3648	93.94746555599326	137.52512301083377	0.6831295	77.84905031688903	1.2067901	48.12386868049625	1.952201	45.37798540640738	2.0703313	0.82496446	1.6505218	0.9620843	1.0636778	0.62001467	6.50122	140977	9	5	SAF-S_Cruz_Mts + SAF-N_Mendocin + SAF-N_Mid_Peni + Great_Val_8 + SAF-S_Mid_Peni + 
3649	14.675158742822408	16.002917505629107	0.9170302	15.721466100638715	0.93344724	8.38727074267089	1.7496942	8.455605496680592	1.7355539	0.89104795	0.56709355	0.3050046	1.0376832	0.5581057	6.22844	141028	13	1	SAF-Parkfield + 
3650	90.52090628331618	77.95557702639428	1.1611857	70.59230947186944	1.2823055	69.2754055658744	1.3066818	68.69526465799835	1.3177168	1.1925026	1.0625591	1.0340047	1.0196475	0.9922462	6.99997	141076	24	4	San_Jacinto + Cleghorn + Cucamonga + San_Bernardino + 
3651	25.411478128558063	15.675127366056786	1.6211338	14.366043949277465	1.768857	19.451218526742473	1.3064209	18.35890465922553	1.38415	1.2552091	0.45330033	0.57928944	0.7715738	0.986023	6.55029	141215	13	2	SAF-Parkfield + SAF-Cholame + 
3652	228.68747585483592	235.6869906829571	0.9703016	221.522149802606	1.0323459	260.4356207621752	0.878096	228.79903879598723	0.9995124	0.8910765	1.123246	1.160144	1.0071965	1.0402824	6.67491	141231	124	2	Cerro_Prieto-S + Cerro_Prieto-W + 
3653	52.579102121927	62.08315967225375	0.84691405	53.45232721232918	0.9836635	52.134044616246335	1.0085368	52.05106319982007	1.0101446	0.73615825	0.9709444	0.9454909	0.97335386	0.9478372	6.78501	141327	28	5	Superstion_Mt. + Imperial-N + Imperial-C + Imperial-S + Superstion_Hll + 
3654	823.3196122535926	732.4200791554754	1.1241084	502.0335892808032	1.6399692	937.7456137901899	0.87797755	741.7041520945821	1.1100378	0.9716852	1.2009202	1.774239	0.79067117	1.1681372	6.82156	141331	129	2	Hilton_Crk + Death_Vlly-NCu + 
3655	1026.873941999717	977.8483121550399	1.0501362	936.2036531696772	1.0968488	930.3664694557402	1.1037306	890.88425438321	1.1526457	1.1716397	1.0559155	1.004801	1.1822321	1.125003	6.88424	141343	92	3	Newport_Ing + Nwprt_Ing-off + Rose_Cny-off + 
3656	196.67742543304612	175.6234026682528	1.1198816	168.50455018038443	1.1671935	198.77033744544926	0.9894707	193.11029044702525	1.018472	1.04624	0.7119496	0.8159115	0.98760843	1.1318232	6.88969	141374	26	3	Coyote_Cr + Borrego + Superstion_Mt. + 
3657	67.01028403031627	83.88281085005343	0.79885596	84.37221426588721	0.7942222	78.66483355564252	0.8518455	78.83702765407725	0.8499849	0.81607205	2.9416368	2.7486525	1.0404148	0.9721591	7.27815	141402	13	3	SAF-Parkfield + SAF-Cholame + SAF-Carrizo + 
3658	2.283286613611447	19.048890529688695	0.119864546	19.110407420467965	0.1194787	18.648821753592372	0.12243597	18.774828210380292	0.12161425	0.10822536	0.66666514	0.6549585	1.1507369	1.1305299	6.48597	141403	13	2	SAF-Parkfield + C_Maacama + 
3659	2618.7301091208997	1804.2071190701683	1.4514576	1699.1717846429676	1.5411804	2087.5707675099675	1.254439	1989.388108819136	1.3163495	1.3127677	1.4781027	1.7305608	0.9229758	1.0806189	7.27786	141425	113	4	N_Frontal-W + Helendale + Lockhart + N_Frontal-E + 
3660	11.186204406908598	1465.1652680064703	0.007634773	1031.2799232457553	0.010846914	755.9250460589103	0.014798034	505.10234823285236	0.022146411	0.0073889787	1.6901414	0.82780087	1.0026207	0.49106556	6.32016	141426	107	2	Lockhart + N_San_Gregorio + 
