elemNum	elemYear	elemSlip
9	72	5.483883002022127
9	279	0.27459705338462403
9	280	3.000473768138144
9	436	0.8666643719146763
9	446	3.452298636034391
9	577	0.2572146416812158
9	660	7.35463076093362
9	825	0.48323886341576117
9	921	1.3422026683884436
9	959	0.5283203516025411
9	974	1.2130690513947264
9	1005	0.4184013565027396
9	1012	0.01591399094228959
9	1023	0.2526986850345725
9	1103	0.5899105815033324
9	1223	9.552516341226573
9	1519	0.33287355746992614
9	1523	0.027632673114266985
9	1543	0.2913055527910026
9	1589	0.7507358526869015
9	1618	0.3929170982094191
9	1657	0.3795384120244381
9	1721	10.739341123495677
9	1773	4.872408868849265
10	17	0.16140139519803548
10	41	0.21286341534967068
10	72	5.483883002022127
10	135	0.18303697433647345
10	154	0.2619047892141249
10	180	0.19315671889696787
10	202	0.051999592878377264
10	217	0.25619914803162214
10	246	0.6751632227606282
10	266	0.2552267396408219
10	279	0.27459705338462403
10	280	3.000473768138144
10	313	0.1754643365058959
10	333	0.33481415623435345
10	362	0.16777266595918772
10	380	0.2758217706595637
10	416	0.15978778131561275
10	436	0.8666643719146763
10	446	3.452298636034391
10	488	0.21326219707222352
10	506	0.18989479787700914
10	528	0.15193733180537186
10	551	0.18798647127446833
10	570	0.22835842282227967
10	577	0.2572146416812158
10	597	0.2336401186548649
10	628	0.2862551827611628
10	660	7.35463076093362
10	694	0.3388155631191047
10	734	0.13994070898519806
10	752	0.2139472719505566
10	786	0.27508019140867257
10	808	0.15738975922148157
10	825	0.48323886341576117
10	867	0.2654907036470398
10	890	0.03253126064116501
10	921	1.3422026683884436
10	945	0.24592791460983432
10	959	0.5283203516025411
10	974	1.2130690513947264
10	1005	0.4184013565027396
10	1012	0.01591399094228959
10	1023	0.2526986850345725
10	1063	0.10941172640766371
10	1080	0.3170857630441111
10	1103	0.5899105815033324
10	1144	0.16835728542681405
10	1147	0.014728083110124579
10	1169	0.33820773472477506
10	1216	0.3076215732409586
10	1223	9.552516341226573
10	1251	0.14379335463791362
10	1268	0.21907915642022616
10	1304	0.22859889401536884
10	1335	0.03232851604899662
10	1341	0.17795866823617998
10	1353	0.020035587930578472
10	1373	0.2584448229626196
10	1399	0.12317656572662111
10	1425	0.09616246529233788
10	1431	0.18624230987927823
10	1454	0.2701462347986885
10	1473	0.24423504613210742
10	1505	0.19157017494942352
10	1519	0.33287355746992614
10	1523	0.027632673114266985
10	1543	0.2913055527910026
10	1566	0.1725672823478982
10	1589	0.7507358526869015
10	1618	0.3929170982094191
10	1657	0.3795384120244381
10	1690	0.16448292807057877
10	1718	0.20810355756803595
10	1721	10.739341123495677
10	1773	4.872408868849265
10	1827	0.45685683864124227
10	1888	0.26381273835563285
10	1918	0.4175630867548317
10	1964	0.13967636973462894
10	1992	0.34227767510627677
11	17	0.16140139519803548
11	33	0.01154815548494255
11	41	0.21286341534967068
11	50	0.010399219411684804
11	72	5.483883002022127
11	104	0.017289613258964956
11	123	0.04256212180783599
11	126	0.011958228400111064
11	127	0.049852473981047044
11	135	0.18303697433647345
11	154	0.2619047892141249
11	180	0.19315671889696787
11	197	0.026128231893307444
11	202	0.051999592878377264
11	217	0.25619914803162214
11	246	0.6751632227606282
11	248	0.006542368708001742
11	266	0.2552267396408219
11	279	0.27459705338462403
11	280	3.000473768138144
11	313	0.1754643365058959
11	333	0.33481415623435345
11	362	0.16777266595918772
11	380	0.2758217706595637
11	402	0.018549521988909662
11	414	0.02662556091426462
11	416	0.15978778131561275
11	436	0.8666643719146763
11	446	3.452298636034391
11	488	0.21326219707222352
11	491	0.013550212388337568
11	506	0.18989479787700914
11	528	0.15193733180537186
11	537	0.017648748928819694
11	551	0.18798647127446833
11	570	0.22835842282227967
11	577	0.2572146416812158
11	597	0.2336401186548649
11	628	0.2862551827611628
11	650	0.026442446343604677
11	660	7.35463076093362
11	694	0.3388155631191047
11	712	0.01576403183777586
11	734	0.13994070898519806
11	752	0.2139472719505566
11	771	0.011987044461223771
11	776	0.009318441555004236
11	786	0.27508019140867257
11	808	0.15738975922148157
11	825	0.48323886341576117
11	867	0.2654907036470398
11	888	0.23344175200187525
11	890	0.03253126064116501
11	921	1.3422026683884436
11	943	0.011441357372716813
11	945	0.24592791460983432
11	959	0.5283203516025411
11	974	1.2130690513947264
11	1005	0.4184013565027396
11	1012	0.01591399094228959
11	1023	0.2526986850345725
11	1042	0.019604347443949056
11	1052	0.05080938074028963
11	1063	0.10941172640766371
