seg_index	mag	part_rate
28	5.9	-Infinity
28	6.0	-Infinity
28	6.1	-6.9758353
28	6.2	-Infinity
28	6.3	-Infinity
28	6.4	-8.781365
28	6.5	-Infinity
28	6.6	-10.243991
28	6.7	-Infinity
28	6.8	-Infinity
28	6.9	-8.173005
28	7.0	-8.383557
28	7.1	-8.410279
28	7.2	-8.787931
28	7.3	-Infinity
28	7.4	-10.191974
28	7.5	-Infinity
28	7.6	-Infinity
28	7.7	-Infinity
28	7.8	-Infinity
28	7.9	-Infinity
28	8.0	-6.5746694
28	8.1	-Infinity
28	8.2	-6.8955426
28	8.3	-Infinity
28	8.4	-Infinity
28	8.5	-Infinity
28	8.6	-Infinity
28	8.7	-Infinity
28	8.8	-Infinity
28	8.9	-Infinity
28	9.0	-Infinity
29	5.0	-Infinity
29	5.1	-Infinity
29	5.2	-Infinity
29	5.3	-Infinity
29	5.4	-Infinity
29	5.5	-Infinity
29	5.6	-Infinity
29	5.7	-Infinity
29	5.8	-Infinity
29	5.9	-Infinity
29	6.0	-Infinity
29	6.1	-6.874029
29	6.2	-Infinity
29	6.3	-Infinity
29	6.4	-9.581404
29	6.5	-Infinity
29	6.6	-12.258421
29	6.7	-Infinity
29	6.8	-9.091306
29	6.9	-8.173005
29	7.0	-8.383557
29	7.1	-8.410279
29	7.2	-8.787931
29	7.3	-Infinity
29	7.4	-10.191974
29	7.5	-Infinity
29	7.6	-Infinity
29	7.7	-Infinity
29	7.8	-Infinity
29	7.9	-Infinity
29	8.0	-6.5746694
29	8.1	-Infinity
29	8.2	-6.8955426
29	8.3	-Infinity
29	8.4	-Infinity
29	8.5	-Infinity
29	8.6	-Infinity
29	8.7	-Infinity
29	8.8	-Infinity
29	8.9	-Infinity
29	9.0	-Infinity
30	5.0	-Infinity
30	5.1	-Infinity
30	5.2	-Infinity
30	5.3	-Infinity
30	5.4	-Infinity
30	5.5	-Infinity
30	5.6	-Infinity
30	5.7	-Infinity
30	5.8	-Infinity
30	5.9	-Infinity
30	6.0	-Infinity
30	6.1	-6.602807
30	6.2	-Infinity
30	6.3	-Infinity
30	6.4	-Infinity
30	6.5	-Infinity
30	6.6	-Infinity
30	6.7	-8.217734
30	6.8	-9.091306
30	6.9	-8.173005
30	7.0	-8.383557
30	7.1	-8.410279
30	7.2	-8.787931
30	7.3	-Infinity
30	7.4	-10.191974
30	7.5	-Infinity
30	7.6	-Infinity
30	7.7	-Infinity
30	7.8	-Infinity
30	7.9	-Infinity
30	8.0	-6.5746694
30	8.1	-Infinity
30	8.2	-6.8955426
30	8.3	-Infinity
30	8.4	-Infinity
30	8.5	-Infinity
30	8.6	-Infinity
30	8.7	-Infinity
30	8.8	-Infinity
30	8.9	-Infinity
30	9.0	-Infinity
31	5.0	-Infinity
31	5.1	-Infinity
31	5.2	-Infinity
31	5.3	-Infinity
31	5.4	-Infinity
31	5.5	-Infinity
31	5.6	-Infinity
31	5.7	-Infinity
31	5.8	-Infinity
31	5.9	-Infinity
31	6.0	-Infinity
31	6.1	-6.391498
31	6.2	-Infinity
31	6.3	-Infinity
31	6.4	-Infinity
31	6.5	-Infinity
31	6.6	-7.777628
31	6.7	-8.217734
31	6.8	-9.091306
31	6.9	-8.173005
31	7.0	-8.383557
31	7.1	-8.410279
31	7.2	-8.787931
31	7.3	-Infinity
31	7.4	-10.191974
31	7.5	-Infinity
31	7.6	-Infinity
31	7.7	-Infinity
31	7.8	-Infinity
31	7.9	-Infinity
31	8.0	-6.5746694
31	8.1	-Infinity
31	8.2	-6.8955426
31	8.3	-Infinity
31	8.4	-Infinity
31	8.5	-Infinity
31	8.6	-Infinity
31	8.7	-Infinity
31	8.8	-Infinity
31	8.9	-Infinity
31	9.0	-Infinity
32	5.0	-Infinity
32	5.1	-Infinity
32	5.2	-Infinity
32	5.3	-Infinity
32	5.4	-Infinity
32	5.5	-Infinity
32	5.6	-Infinity
32	5.7	-Infinity
32	5.8	-Infinity
32	5.9	-Infinity
32	6.0	-Infinity
32	6.1	-6.0879116
32	6.2	-Infinity
32	6.3	-Infinity
32	6.4	-7.1912317
32	6.5	-Infinity
32	6.6	-7.777628
32	6.7	-8.217734
32	6.8	-9.091306
32	6.9	-8.173005
32	7.0	-8.383557
32	7.1	-8.410279
32	7.2	-8.787931
32	7.3	-Infinity
32	7.4	-10.191974
32	7.5	-Infinity
32	7.6	-Infinity
32	7.7	-Infinity
32	7.8	-Infinity
32	7.9	-Infinity
32	8.0	-6.5746694
32	8.1	-Infinity
32	8.2	-6.8955426
32	8.3	-Infinity
32	8.4	-Infinity
32	8.5	-Infinity
32	8.6	-Infinity
32	8.7	-Infinity
32	8.8	-Infinity
32	8.9	-Infinity
32	9.0	-Infinity
33	5.0	-Infinity
33	5.1	-Infinity
33	5.2	-Infinity
33	5.3	-Infinity
33	5.4	-Infinity
33	5.5	-Infinity
33	5.6	-Infinity
33	5.7	-Infinity
33	5.8	-Infinity
33	5.9	-Infinity
33	6.0	-Infinity
33	6.1	-5.104872
33	6.2	-Infinity
33	6.3	-Infinity
33	6.4	-7.1912317
33	6.5	-Infinity
33	6.6	-7.777628
33	6.7	-8.217734
33	6.8	-9.091306
33	6.9	-8.173005
33	7.0	-8.383557
33	7.1	-8.410279
33	7.2	-8.787931
33	7.3	-Infinity
33	7.4	-10.191974
33	7.5	-Infinity
33	7.6	-Infinity
33	7.7	-Infinity
33	7.8	-Infinity
33	7.9	-Infinity
33	8.0	-6.5746694
33	8.1	-Infinity
33	8.2	-6.8955426
33	8.3	-Infinity
33	8.4	-Infinity
33	8.5	-Infinity
33	8.6	-Infinity
33	8.7	-Infinity
33	8.8	-Infinity
33	8.9	-Infinity
33	9.0	-Infinity
34	5.0	-Infinity
34	5.1	-Infinity
34	5.2	-Infinity
34	5.3	-Infinity
34	5.4	-Infinity
34	5.5	-Infinity
34	5.6	-Infinity
34	5.7	-Infinity
34	5.8	-Infinity
34	5.9	-Infinity
34	6.0	-Infinity
34	6.1	-5.0658665
34	6.2	-Infinity
34	6.3	-Infinity
34	6.4	-Infinity
34	6.5	-Infinity
34	6.6	-Infinity
34	6.7	-Infinity
34	6.8	-6.8708887
34	6.9	-Infinity
34	7.0	-Infinity
34	7.1	-Infinity
34	7.2	-Infinity
34	7.3	-Infinity
34	7.4	-10.191974
34	7.5	-Infinity
34	7.6	-Infinity
34	7.7	-Infinity
34	7.8	-Infinity
34	7.9	-Infinity
34	8.0	-6.5746694
34	8.1	-Infinity
34	8.2	-6.8955426
34	8.3	-Infinity
34	8.4	-Infinity
34	8.5	-Infinity
34	8.6	-Infinity
34	8.7	-Infinity
34	8.8	-Infinity
34	8.9	-Infinity
34	9.0	-Infinity
35	5.0	-Infinity
35	5.1	-Infinity
35	5.2	-Infinity
35	5.3	-Infinity
35	5.4	-Infinity
35	5.5	-Infinity
35	5.6	-Infinity
35	5.7	-Infinity
35	5.8	-Infinity
35	5.9	-Infinity
35	6.0	-Infinity
35	6.1	-6.096715
35	6.2	-Infinity
35	6.3	-Infinity
35	6.4	-Infinity
35	6.5	-6.8146853
35	6.6	-Infinity
35	6.7	-Infinity
35	6.8	-6.8708887
35	6.9	-Infinity
35	7.0	-Infinity
35	7.1	-Infinity
35	7.2	-Infinity
35	7.3	-Infinity
35	7.4	-10.191974
35	7.5	-Infinity
35	7.6	-Infinity
35	7.7	-Infinity
35	7.8	-Infinity
35	7.9	-Infinity
35	8.0	-6.5746694
35	8.1	-Infinity
35	8.2	-6.8955426
35	8.3	-Infinity
35	8.4	-Infinity
35	8.5	-Infinity
35	8.6	-Infinity
35	8.7	-Infinity
35	8.8	-Infinity
35	8.9	-Infinity
35	9.0	-Infinity
36	5.0	-Infinity
36	5.1	-Infinity
36	5.2	-Infinity
36	5.3	-Infinity
36	5.4	-Infinity
36	5.5	-Infinity
36	5.6	-Infinity
36	5.7	-Infinity
36	5.8	-Infinity
36	5.9	-Infinity
36	6.0	-8.873799
36	6.1	-Infinity
36	6.2	-Infinity
36	6.3	-Infinity
36	6.4	-Infinity
36	6.5	-6.8146853
36	6.6	-Infinity
36	6.7	-Infinity
36	6.8	-6.8708887
36	6.9	-Infinity
36	7.0	-Infinity
36	7.1	-Infinity
36	7.2	-Infinity
36	7.3	-Infinity
36	7.4	-10.191974
36	7.5	-Infinity
36	7.6	-Infinity
36	7.7	-Infinity
36	7.8	-Infinity
36	7.9	-Infinity
36	8.0	-6.5746694
36	8.1	-Infinity
36	8.2	-6.8955426
36	8.3	-Infinity
36	8.4	-Infinity
36	8.5	-Infinity
36	8.6	-Infinity
36	8.7	-Infinity
36	8.8	-Infinity
36	8.9	-Infinity
36	9.0	-Infinity
37	5.0	-Infinity
37	5.1	-Infinity
37	5.2	-Infinity
37	5.3	-Infinity
37	5.4	-Infinity
37	5.5	-Infinity
37	5.6	-Infinity
37	5.7	-Infinity
37	5.8	-Infinity
37	5.9	-Infinity
37	6.0	-Infinity
37	6.1	-Infinity
37	6.2	-Infinity
37	6.3	-Infinity
37	6.4	-Infinity
37	6.5	-6.8146853
37	6.6	-Infinity
37	6.7	-Infinity
37	6.8	-6.8708887
37	6.9	-Infinity
37	7.0	-Infinity
37	7.1	-Infinity
37	7.2	-Infinity
37	7.3	-Infinity
37	7.4	-10.191974
37	7.5	-Infinity
37	7.6	-Infinity
37	7.7	-Infinity
37	7.8	-Infinity
37	7.9	-Infinity
37	8.0	-6.5746694
37	8.1	-Infinity
37	8.2	-6.8955426
37	8.3	-Infinity
37	8.4	-Infinity
37	8.5	-Infinity
37	8.6	-Infinity
37	8.7	-Infinity
37	8.8	-Infinity
37	8.9	-Infinity
37	9.0	-Infinity
38	5.0	-Infinity
38	5.1	-Infinity
38	5.2	-Infinity
38	5.3	-Infinity
38	5.4	-Infinity
38	5.5	-Infinity
38	5.6	-Infinity
38	5.7	-Infinity
38	5.8	-Infinity
38	5.9	-Infinity
38	6.0	-Infinity
38	6.1	-Infinity
38	6.2	-Infinity
38	6.3	-Infinity
38	6.4	-Infinity
38	6.5	-Infinity
38	6.6	-Infinity
38	6.7	-Infinity
38	6.8	-6.8708887
38	6.9	-Infinity
38	7.0	-Infinity
38	7.1	-Infinity
38	7.2	-Infinity
38	7.3	-Infinity
38	7.4	-10.191974
38	7.5	-Infinity
38	7.6	-Infinity
38	7.7	-Infinity
38	7.8	-Infinity
38	7.9	-Infinity
38	8.0	-6.5746694
38	8.1	-Infinity
38	8.2	-6.8955426
38	8.3	-Infinity
38	8.4	-Infinity
38	8.5	-Infinity
38	8.6	-Infinity
38	8.7	-Infinity
38	8.8	-Infinity
38	8.9	-Infinity
38	9.0	-Infinity
39	5.0	-Infinity
39	5.1	-Infinity
39	5.2	-Infinity
39	5.3	-Infinity
39	5.4	-Infinity
39	5.5	-Infinity
39	5.6	-Infinity
39	5.7	-Infinity
39	5.8	-Infinity
39	5.9	-Infinity
39	6.0	-7.0449376
39	6.1	-Infinity
39	6.2	-Infinity
39	6.3	-9.185731
39	6.4	-Infinity
39	6.5	-Infinity
39	6.6	-Infinity
39	6.7	-Infinity
39	6.8	-Infinity
39	6.9	-Infinity
39	7.0	-Infinity
39	7.1	-Infinity
39	7.2	-Infinity
39	7.3	-Infinity
39	7.4	-Infinity
39	7.5	-Infinity
39	7.6	-Infinity
39	7.7	-Infinity
39	7.8	-Infinity
39	7.9	-Infinity
39	8.0	-6.7621217
39	8.1	-Infinity
39	8.2	-6.8955426
39	8.3	-Infinity
39	8.4	-Infinity
39	8.5	-Infinity
39	8.6	-Infinity
39	8.7	-Infinity
39	8.8	-Infinity
39	8.9	-Infinity
39	9.0	-Infinity
40	5.0	-Infinity
40	5.1	-Infinity
40	5.2	-Infinity
40	5.3	-Infinity
40	5.4	-Infinity
40	5.5	-Infinity
40	5.6	-Infinity
40	5.7	-Infinity
40	5.8	-Infinity
40	5.9	-Infinity
40	6.0	-Infinity
40	6.1	-Infinity
40	6.2	-Infinity
40	6.3	-9.185731
40	6.4	-Infinity
40	6.5	-Infinity
40	6.6	-Infinity
40	6.7	-Infinity
40	6.8	-Infinity
40	6.9	-Infinity
40	7.0	-Infinity
40	7.1	-Infinity
40	7.2	-Infinity
40	7.3	-Infinity
40	7.4	-Infinity
40	7.5	-Infinity
40	7.6	-Infinity
40	7.7	-Infinity
40	7.8	-Infinity
40	7.9	-Infinity
40	8.0	-6.7621217
40	8.1	-Infinity
40	8.2	-6.8955426
40	8.3	-Infinity
40	8.4	-Infinity
40	8.5	-Infinity
40	8.6	-Infinity
40	8.7	-Infinity
40	8.8	-Infinity
40	8.9	-Infinity
40	9.0	-Infinity
41	5.0	-Infinity
41	5.1	-Infinity
41	5.2	-Infinity
41	5.3	-Infinity
41	5.4	-Infinity
41	5.5	-Infinity
41	5.6	-Infinity
41	5.7	-Infinity
41	5.8	-Infinity
41	5.9	-Infinity
41	6.0	-Infinity
41	6.1	-Infinity
41	6.2	-Infinity
41	6.3	-Infinity
41	6.4	-Infinity
41	6.5	-Infinity
41	6.6	-Infinity
41	6.7	-Infinity
41	6.8	-Infinity
41	6.9	-Infinity
41	7.0	-Infinity
41	7.1	-Infinity
41	7.2	-Infinity
41	7.3	-Infinity
41	7.4	-Infinity
41	7.5	-Infinity
41	7.6	-Infinity
41	7.7	-Infinity
41	7.8	-Infinity
41	7.9	-Infinity
41	8.0	-6.7621217
41	8.1	-Infinity
41	8.2	-6.8955426
41	8.3	-Infinity
41	8.4	-Infinity
41	8.5	-Infinity
41	8.6	-Infinity
41	8.7	-Infinity
41	8.8	-Infinity
41	8.9	-Infinity
41	9.0	-Infinity
42	5.0	-Infinity
42	5.1	-Infinity
42	5.2	-Infinity
42	5.3	-Infinity
42	5.4	-Infinity
42	5.5	-Infinity
42	5.6	-Infinity
42	5.7	-Infinity
42	5.8	-Infinity
42	5.9	-Infinity
42	6.0	-Infinity
42	6.1	-Infinity
42	6.2	-Infinity
42	6.3	-Infinity
42	6.4	-Infinity
42	6.5	-Infinity
42	6.6	-Infinity
42	6.7	-Infinity
42	6.8	-Infinity
42	6.9	-Infinity
42	7.0	-Infinity
42	7.1	-Infinity
42	7.2	-Infinity
42	7.3	-Infinity
42	7.4	-Infinity
42	7.5	-Infinity
42	7.6	-Infinity
42	7.7	-Infinity
42	7.8	-Infinity
42	7.9	-Infinity
42	8.0	-6.856394
42	8.1	-Infinity
42	8.2	-6.8955426
42	8.3	-Infinity
42	8.4	-Infinity
42	8.5	-Infinity
42	8.6	-Infinity
42	8.7	-Infinity
42	8.8	-Infinity
42	8.9	-Infinity
42	9.0	-Infinity
43	5.0	-Infinity
43	5.1	-Infinity
43	5.2	-Infinity
43	5.3	-Infinity
43	5.4	-Infinity
43	5.5	-Infinity
43	5.6	-Infinity
43	5.7	-Infinity
43	5.8	-Infinity
43	5.9	-Infinity
43	6.0	-Infinity
43	6.1	-Infinity
43	6.2	-Infinity
43	6.3	-Infinity
43	6.4	-Infinity
43	6.5	-Infinity
43	6.6	-Infinity
43	6.7	-Infinity
43	6.8	-Infinity
43	6.9	-Infinity
43	7.0	-Infinity
43	7.1	-Infinity
43	7.2	-Infinity
43	7.3	-Infinity
43	7.4	-Infinity
43	7.5	-Infinity
43	7.6	-Infinity
43	7.7	-Infinity
43	7.8	-Infinity
43	7.9	-Infinity
43	8.0	-6.971313
43	8.1	-Infinity
43	8.2	-6.8955426
43	8.3	-Infinity
43	8.4	-Infinity
43	8.5	-Infinity
43	8.6	-Infinity
43	8.7	-Infinity
43	8.8	-Infinity
43	8.9	-Infinity
43	9.0	-Infinity
44	5.0	-Infinity
44	5.1	-Infinity
44	5.2	-Infinity
44	5.3	-Infinity
44	5.4	-Infinity
44	5.5	-Infinity
44	5.6	-Infinity
44	5.7	-Infinity
44	5.8	-Infinity
44	5.9	-Infinity
44	6.0	-8.427957
44	6.1	-Infinity
44	6.2	-Infinity
44	6.3	-Infinity
44	6.4	-Infinity
44	6.5	-Infinity
44	6.6	-8.028771
44	6.7	-Infinity
44	6.8	-Infinity
44	6.9	-Infinity
44	7.0	-Infinity
44	7.1	-Infinity
44	7.2	-Infinity
44	7.3	-Infinity
44	7.4	-Infinity
44	7.5	-Infinity
44	7.6	-Infinity
44	7.7	-Infinity
44	7.8	-Infinity
44	7.9	-Infinity
44	8.0	-7.0525427
44	8.1	-Infinity
44	8.2	-6.8955426
44	8.3	-Infinity
44	8.4	-Infinity
44	8.5	-Infinity
44	8.6	-Infinity
44	8.7	-Infinity
44	8.8	-Infinity
44	8.9	-Infinity
44	9.0	-Infinity
45	5.0	-Infinity
45	5.1	-Infinity
45	5.2	-Infinity
45	5.3	-Infinity
45	5.4	-Infinity
45	5.5	-Infinity
45	5.6	-Infinity
45	5.7	-Infinity
45	5.8	-Infinity
45	5.9	-Infinity
45	6.0	-Infinity
45	6.1	-7.3991156
45	6.2	-Infinity
45	6.3	-Infinity
45	6.4	-7.7023845
45	6.5	-Infinity
45	6.6	-8.028771
45	6.7	-Infinity
45	6.8	-Infinity
45	6.9	-Infinity
45	7.0	-Infinity
45	7.1	-Infinity
45	7.2	-Infinity
45	7.3	-Infinity
45	7.4	-Infinity
45	7.5	-Infinity
45	7.6	-Infinity
45	7.7	-Infinity
45	7.8	-Infinity
45	7.9	-Infinity
45	8.0	-7.354121
45	8.1	-Infinity
45	8.2	-6.8955426
45	8.3	-Infinity
45	8.4	-Infinity
45	8.5	-Infinity
45	8.6	-Infinity
45	8.7	-Infinity
45	8.8	-Infinity
45	8.9	-Infinity
45	9.0	-Infinity
46	5.0	-Infinity
46	5.1	-Infinity
46	5.2	-Infinity
46	5.3	-Infinity
46	5.4	-Infinity
46	5.5	-Infinity
46	5.6	-Infinity
46	5.7	-Infinity
46	5.8	-Infinity
46	5.9	-Infinity
46	6.0	-Infinity
46	6.1	-Infinity
46	6.2	-Infinity
46	6.3	-Infinity
46	6.4	-7.7023845
46	6.5	-Infinity
46	6.6	-8.028771
46	6.7	-Infinity
46	6.8	-Infinity
46	6.9	-Infinity
46	7.0	-Infinity
46	7.1	-Infinity
46	7.2	-Infinity
46	7.3	-Infinity
46	7.4	-Infinity
46	7.5	-Infinity
46	7.6	-Infinity
46	7.7	-Infinity
46	7.8	-Infinity
46	7.9	-Infinity
46	8.0	-Infinity
46	8.1	-Infinity
46	8.2	-6.8955426
46	8.3	-Infinity
46	8.4	-Infinity
46	8.5	-Infinity
46	8.6	-Infinity
46	8.7	-Infinity
46	8.8	-Infinity
46	8.9	-Infinity
46	9.0	-Infinity
47	5.0	-Infinity
47	5.1	-Infinity
47	5.2	-Infinity
47	5.3	-Infinity
47	5.4	-Infinity
47	5.5	-Infinity
47	5.6	-Infinity
47	5.7	-Infinity
47	5.8	-Infinity
47	5.9	-Infinity
47	6.0	-Infinity
47	6.1	-Infinity
47	6.2	-Infinity
47	6.3	-Infinity
47	6.4	-Infinity
47	6.5	-Infinity
47	6.6	-Infinity
47	6.7	-Infinity
47	6.8	-Infinity
47	6.9	-Infinity
47	7.0	-Infinity
47	7.1	-Infinity
47	7.2	-Infinity
47	7.3	-Infinity
47	7.4	-Infinity
47	7.5	-Infinity
47	7.6	-Infinity
47	7.7	-Infinity
47	7.8	-Infinity
47	7.9	-Infinity
47	8.0	-Infinity
47	8.1	-Infinity
47	8.2	-6.8955426
47	8.3	-Infinity
47	8.4	-Infinity
47	8.5	-Infinity
47	8.6	-Infinity
47	8.7	-Infinity
47	8.8	-Infinity
47	8.9	-Infinity
47	9.0	-Infinity
48	5.0	-Infinity
48	5.1	-Infinity
48	5.2	-Infinity
48	5.3	-Infinity
48	5.4	-Infinity
48	5.5	-Infinity
48	5.6	-Infinity
48	5.7	-Infinity
48	5.8	-Infinity
48	5.9	-Infinity
48	6.0	-Infinity
48	6.1	-Infinity
48	6.2	-Infinity
48	6.3	-Infinity
48	6.4	-Infinity
48	6.5	-Infinity
48	6.6	-Infinity
48	6.7	-Infinity
48	6.8	-Infinity
48	6.9	-Infinity
48	7.0	-Infinity
48	7.1	-7.2869244
48	7.2	-Infinity
48	7.3	-Infinity
48	7.4	-Infinity
48	7.5	-Infinity
48	7.6	-Infinity
48	7.7	-Infinity
48	7.8	-Infinity
48	7.9	-Infinity
48	8.0	-Infinity
48	8.1	-Infinity
48	8.2	-6.8955426
48	8.3	-Infinity
48	8.4	-Infinity
48	8.5	-Infinity
48	8.6	-Infinity
48	8.7	-Infinity
48	8.8	-Infinity
48	8.9	-Infinity
48	9.0	-Infinity
49	5.0	-Infinity
49	5.1	-Infinity
49	5.2	-Infinity
49	5.3	-Infinity
49	5.4	-Infinity
49	5.5	-Infinity
49	5.6	-Infinity
49	5.7	-Infinity
49	5.8	-Infinity
49	5.9	-Infinity
49	6.0	-Infinity
49	6.1	-Infinity
49	6.2	-Infinity
49	6.3	-Infinity
49	6.4	-Infinity
49	6.5	-Infinity
49	6.6	-Infinity
49	6.7	-Infinity
49	6.8	-Infinity
49	6.9	-Infinity
49	7.0	-Infinity
49	7.1	-5.879541
49	7.2	-Infinity
49	7.3	-Infinity
49	7.4	-Infinity
49	7.5	-Infinity
49	7.6	-Infinity
49	7.7	-Infinity
49	7.8	-Infinity
49	7.9	-Infinity
49	8.0	-Infinity
49	8.1	-Infinity
49	8.2	-6.8955426
49	8.3	-Infinity
49	8.4	-Infinity
49	8.5	-Infinity
49	8.6	-Infinity
49	8.7	-Infinity
49	8.8	-Infinity
49	8.9	-Infinity
49	9.0	-Infinity
50	5.0	-Infinity
50	5.1	-Infinity
50	5.2	-Infinity
50	5.3	-Infinity
50	5.4	-Infinity
50	5.5	-Infinity
50	5.6	-Infinity
50	5.7	-Infinity
50	5.8	-Infinity
50	5.9	-Infinity
50	6.0	-Infinity
50	6.1	-7.5037556
50	6.2	-Infinity
50	6.3	-Infinity
50	6.4	-Infinity
50	6.5	-Infinity
50	6.6	-Infinity
50	6.7	-Infinity
50	6.8	-Infinity
50	6.9	-Infinity
50	7.0	-Infinity
50	7.1	-5.879541
50	7.2	-Infinity
50	7.3	-Infinity
50	7.4	-Infinity
50	7.5	-Infinity
50	7.6	-Infinity
50	7.7	-Infinity
50	7.8	-Infinity
50	7.9	-Infinity
50	8.0	-Infinity
50	8.1	-Infinity
50	8.2	-6.8955426
50	8.3	-Infinity
50	8.4	-Infinity
50	8.5	-Infinity
50	8.6	-Infinity
50	8.7	-Infinity
50	8.8	-Infinity
50	8.9	-Infinity
50	9.0	-Infinity
51	5.0	-Infinity
51	5.1	-Infinity
51	5.2	-Infinity
51	5.3	-Infinity
51	5.4	-Infinity
51	5.5	-Infinity
51	5.6	-Infinity
51	5.7	-Infinity
51	5.8	-Infinity
51	5.9	-Infinity
51	6.0	-Infinity
51	6.1	-Infinity
51	6.2	-Infinity
51	6.3	-Infinity
51	6.4	-Infinity
51	6.5	-Infinity
51	6.6	-Infinity
51	6.7	-Infinity
51	6.8	-Infinity
51	6.9	-Infinity
51	7.0	-Infinity
51	7.1	-5.879541
51	7.2	-Infinity
51	7.3	-Infinity
51	7.4	-Infinity
51	7.5	-Infinity
51	7.6	-Infinity
51	7.7	-Infinity
51	7.8	-Infinity
51	7.9	-Infinity
51	8.0	-Infinity
51	8.1	-Infinity
51	8.2	-6.8955426
51	8.3	-Infinity
51	8.4	-Infinity
51	8.5	-Infinity
51	8.6	-Infinity
51	8.7	-Infinity
51	8.8	-Infinity
51	8.9	-Infinity
51	9.0	-Infinity
52	5.0	-Infinity
52	5.1	-Infinity
52	5.2	-Infinity
52	5.3	-Infinity
52	5.4	-Infinity
52	5.5	-Infinity
52	5.6	-Infinity
52	5.7	-Infinity
52	5.8	-Infinity
52	5.9	-Infinity
52	6.0	-6.8458114
52	6.1	-Infinity
52	6.2	-Infinity
52	6.3	-6.262143
52	6.4	-Infinity
52	6.5	-7.231724
52	6.6	-Infinity
52	6.7	-Infinity
52	6.8	-Infinity
52	6.9	-Infinity
52	7.0	-Infinity
52	7.1	-5.879541
52	7.2	-Infinity
52	7.3	-Infinity
52	7.4	-Infinity
52	7.5	-Infinity
52	7.6	-Infinity
52	7.7	-Infinity
52	7.8	-Infinity
52	7.9	-Infinity
52	8.0	-Infinity
52	8.1	-Infinity
52	8.2	-6.8955426
52	8.3	-Infinity
52	8.4	-Infinity
52	8.5	-Infinity
52	8.6	-Infinity
52	8.7	-Infinity
52	8.8	-Infinity
52	8.9	-Infinity
52	9.0	-Infinity
53	5.0	-Infinity
53	5.1	-Infinity
53	5.2	-Infinity
53	5.3	-Infinity
53	5.4	-Infinity
53	5.5	-Infinity
53	5.6	-Infinity
53	5.7	-Infinity
53	5.8	-Infinity
53	5.9	-Infinity
53	6.0	-6.706284
53	6.1	-Infinity
53	6.2	-Infinity
53	6.3	-6.003865
53	6.4	-Infinity
53	6.5	-7.231724
53	6.6	-Infinity
53	6.7	-Infinity
53	6.8	-Infinity
53	6.9	-Infinity
53	7.0	-Infinity
53	7.1	-5.879541
53	7.2	-Infinity
53	7.3	-Infinity
53	7.4	-Infinity
53	7.5	-Infinity
53	7.6	-Infinity
53	7.7	-Infinity
53	7.8	-Infinity
53	7.9	-Infinity
53	8.0	-Infinity
53	8.1	-Infinity
53	8.2	-6.8955426
53	8.3	-Infinity
53	8.4	-Infinity
53	8.5	-Infinity
53	8.6	-Infinity
53	8.7	-Infinity
53	8.8	-Infinity
53	8.9	-Infinity
53	9.0	-Infinity
54	5.0	-Infinity
54	5.1	-Infinity
54	5.2	-Infinity
54	5.3	-Infinity
54	5.4	-Infinity
54	5.5	-Infinity
54	5.6	-Infinity
54	5.7	-Infinity
54	5.8	-Infinity
54	5.9	-Infinity
54	6.0	-Infinity
54	6.1	-Infinity
54	6.2	-Infinity
54	6.3	-7.483943
54	6.4	-Infinity
54	6.5	-7.231724
54	6.6	-Infinity
54	6.7	-Infinity
54	6.8	-Infinity
54	6.9	-Infinity
54	7.0	-Infinity
54	7.1	-5.879541
54	7.2	-Infinity
54	7.3	-Infinity
54	7.4	-Infinity
54	7.5	-Infinity
54	7.6	-Infinity
54	7.7	-Infinity
54	7.8	-Infinity
54	7.9	-Infinity
54	8.0	-Infinity
54	8.1	-Infinity
54	8.2	-6.8955426
54	8.3	-Infinity
54	8.4	-Infinity
54	8.5	-Infinity
54	8.6	-Infinity
54	8.7	-Infinity
54	8.8	-Infinity
54	8.9	-Infinity
54	9.0	-Infinity
55	5.0	-Infinity
55	5.1	-Infinity
55	5.2	-Infinity
55	5.3	-Infinity
55	5.4	-Infinity
55	5.5	-Infinity
55	5.6	-Infinity
55	5.7	-Infinity
55	5.8	-Infinity
55	5.9	-Infinity
55	6.0	-Infinity
55	6.1	-Infinity
55	6.2	-Infinity
55	6.3	-Infinity
55	6.4	-Infinity
55	6.5	-Infinity
55	6.6	-Infinity
55	6.7	-Infinity
55	6.8	-Infinity
55	6.9	-Infinity
55	7.0	-Infinity
55	7.1	-5.879541
55	7.2	-Infinity
55	7.3	-Infinity
55	7.4	-Infinity
55	7.5	-Infinity
55	7.6	-Infinity
55	7.7	-Infinity
55	7.8	-Infinity
55	7.9	-Infinity
55	8.0	-Infinity
55	8.1	-Infinity
55	8.2	-6.8955426
55	8.3	-Infinity
55	8.4	-Infinity
55	8.5	-Infinity
55	8.6	-Infinity
55	8.7	-Infinity
55	8.8	-Infinity
55	8.9	-Infinity
55	9.0	-Infinity
56	5.0	-Infinity
56	5.1	-Infinity
56	5.2	-Infinity
56	5.3	-Infinity
56	5.4	-Infinity
56	5.5	-Infinity
56	5.6	-Infinity
56	5.7	-Infinity
56	5.8	-Infinity
56	5.9	-Infinity
56	6.0	-8.889913
56	6.1	-Infinity
56	6.2	-10.315967
56	6.3	-Infinity
56	6.4	-Infinity
56	6.5	-Infinity
56	6.6	-Infinity
56	6.7	-Infinity
56	6.8	-Infinity
56	6.9	-Infinity
56	7.0	-Infinity
