normDistAlong	normRI	fraction
0.4375	4.05	1.7081753E-5
0.4375	4.15	5.124526E-5
0.4375	4.25	5.124526E-5
0.4375	4.35	3.4163506E-5
0.4375	4.45	1.7081753E-5
0.4375	4.55	1.7081753E-5
0.4375	4.65	1.7081753E-5
0.4375	4.75	0.0
0.4375	4.85	0.0
0.4375	4.95	5.124526E-5
0.4625	0.05	0.090167366
0.4625	0.15	0.004363419
0.4625	0.25	0.0060071726
0.4625	0.35	0.008278541
0.4625	0.45	0.01273162
0.4625	0.55	0.024506874
0.4625	0.65	0.041975494
0.4625	0.75	0.06222355
0.4625	0.85	0.0851315
0.4625	0.95	0.10868201
0.4625	1.05	0.10939928
0.4625	1.15	0.10162881
0.4625	1.25	0.08812014
0.4625	1.35	0.064719066
0.4625	1.45	0.052256424
0.4625	1.55	0.03563957
0.4625	1.65	0.028063359
0.4625	1.75	0.019754931
0.4625	1.85	0.014240884
0.4625	1.95	0.011715481
0.4625	2.05	0.00924985
0.4625	2.15	0.008442917
0.4625	2.25	0.0050358637
0.4625	2.35	0.002361028
0.4625	2.45	0.0018529588
0.4625	2.55	0.0011506276
0.4625	2.65	6.575015E-4
0.4625	2.75	4.482965E-4
0.4625	2.85	4.632397E-4
0.4625	2.95	1.4943216E-4
0.4625	3.05	1.1954573E-4
0.4625	3.15	1.1954573E-4
0.4625	3.25	4.482965E-5
0.4625	3.35	0.0
0.4625	3.45	0.0
0.4625	3.55	2.9886432E-5
0.4625	3.65	0.0
0.4625	3.75	1.4943216E-5
0.4625	3.85	0.0
0.4625	3.95	2.9886432E-5
0.4625	4.05	5.9772865E-5
0.4625	4.15	2.9886432E-5
0.4625	4.25	4.482965E-5
0.4625	4.35	2.9886432E-5
0.4625	4.45	1.4943216E-5
0.4625	4.55	2.9886432E-5
0.4625	4.65	0.0
0.4625	4.75	0.0
0.4625	4.85	0.0
0.4625	4.95	1.4943216E-5
0.4875	0.05	0.09167929
0.4875	0.15	0.005311436
0.4875	0.25	0.006321586
0.4875	0.35	0.009938576
0.4875	0.45	0.013197126
0.4875	0.55	0.02531893
0.4875	0.65	0.042051584
0.4875	0.75	0.06455187
0.4875	0.85	0.087785326
0.4875	0.95	0.106978185
0.4875	1.05	0.10443652
0.4875	1.15	0.100249276
0.4875	1.25	0.08620493
0.4875	1.35	0.0651547
0.4875	1.45	0.0503283
0.4875	1.55	0.035387848
0.4875	1.65	0.026231324
0.4875	1.75	0.019697933
0.4875	1.85	0.014419082
0.4875	1.95	0.0117470715
0.4875	2.05	0.008977304
0.4875	2.15	0.008700328
0.4875	2.25	0.0063052936
0.4875	2.35	0.0029001092
0.4875	2.45	0.0019551297
0.4875	2.55	9.6127216E-4
0.4875	2.65	9.123939E-4
0.4875	2.75	6.0283166E-4
0.4875	2.85	6.517099E-4
0.4875	2.95	2.6068397E-4
0.4875	3.05	1.6292748E-4
0.4875	3.15	1.6292748E-4
0.4875	3.25	6.517099E-5
0.4875	3.35	3.2585496E-5
0.4875	3.45	4.8878243E-5
0.4875	3.55	1.6292748E-5
0.4875	3.65	0.0
0.4875	3.75	3.2585496E-5
0.4875	3.85	3.2585496E-5
0.4875	3.95	0.0
0.4875	4.05	4.8878243E-5
0.4875	4.15	4.8878243E-5
0.4875	4.25	8.146374E-5
0.4875	4.35	0.0
0.4875	4.45	4.8878243E-5
0.4875	4.55	0.0
0.4875	4.65	0.0
0.4875	4.75	0.0
0.4875	4.85	0.0
0.4875	4.95	0.0
