CY HW for period   0.010 Min Mag is  6.050
  0  1 1.1481E-01
  1  1 1.4020E-01
  2  1 1.4020E-01
  3  1 1.4020E-01
  4  1 1.4519E-01
  5  1 1.4183E-01
  6  1 1.3539E-01
  7  1 1.2704E-01
  8  1 1.1780E-01
  9  1 1.0840E-01
 10  1 9.9292E-02
 11  1 9.0667E-02
 12  1 8.2621E-02
 13  1 7.5199E-02
 14  1 6.8467E-02
 15  1 6.2408E-02
 16  1 5.6976E-02
 17  1 5.2128E-02
 18  1 4.7784E-02
 19  1 4.3892E-02
 20  1 4.0408E-02
 21  1 3.7292E-02
 22  1 3.4495E-02
 23  1 3.1979E-02
 24  1 2.9707E-02
 25  1 2.7652E-02
 26  1 2.5788E-02
 27  1 2.4089E-02
 28  1 2.2542E-02
 29  1 2.1129E-02
 30  1 1.9843E-02
 31  1 1.8667E-02
 32  1 1.7589E-02
 33  1 1.6600E-02
 34  1 1.5690E-02
 35  1 1.4850E-02
 36  1 1.4076E-02
 37  1 1.3358E-02
 38  1 1.2692E-02
 39  1 1.2075E-02
 40  1 1.1499E-02
 41  1 1.0963E-02
 42  1 1.0462E-02
 43  1 9.9944E-03
 44  1 9.5562E-03
 45  1 9.1456E-03
 46  1 8.7596E-03
 47  1 8.3971E-03
 48  1 8.0555E-03
 49  1 7.7340E-03
 50  1 6.8726E-03
 51  1 6.6159E-03
 52  1 6.3727E-03
 53  1 6.1420E-03
 54  1 5.9231E-03
 55  1 5.7148E-03
 56  1 5.5170E-03
 57  1 5.3290E-03
 58  1 5.1505E-03
 59  1 4.9806E-03
 60  1 4.8190E-03
 61  1 4.6650E-03
 62  1 4.5183E-03
 63  1 4.3782E-03
 64  1 4.2446E-03
 65  1 4.1169E-03
 66  1 3.9948E-03
 67  1 3.8781E-03
 68  1 3.7663E-03
 69  1 3.6593E-03
 70  1 3.5568E-03
 71  1 3.4584E-03
 72  1 3.3641E-03
 73  1 3.2736E-03
 74  1 3.1865E-03
 75  1 3.1030E-03
 76  1 3.0226E-03
 77  1 2.9453E-03
 78  1 2.8710E-03
